CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,044,12,2020,4,3,20,V,18,V,19,V,29,V,27,V,48,V,61,V,105,V,110,V,50,V,37,V,42,V,13,V,17,V,18,V,15,V,13,V,13,V,10,V,12,V,16,V,26,V,33,V,58,V
08,Barcelona,019,Barcelona,044,12,2020,4,4,58,V,35,V,39,V,39,V,30,V,30,V,46,V,72,V,131,V,99,V,51,V,31,V,24,V,22,V,22,V,10,V,9,V,10,V,9,V,12,V,14,V,17,V,28,V,28,V
08,Barcelona,019,Barcelona,044,12,2020,4,5,38,V,33,V,29,V,29,V,29,V,31,V,33,V,89,V,81,V,74,V,61,V,44,V,37,V,25,V,17,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,12,2020,4,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,3,V,6,V,6,V,5,V,4,V,4,V,4,V,5,V,6,V,10,V,6,V,5,V
08,Barcelona,019,Barcelona,058,12,2020,4,3,4,V,5,V,4,V,3,V,8,V,2,V,2,V,2,V,4,V,4,V,6,V,7,V,5,V,5,V,5,V,5,V,4,V,4,V,4,V,3,V,3,V,3,V,3,V,2,V
08,Barcelona,019,Barcelona,058,12,2020,4,4,2,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,17,V,36,V,17,V,14,V,8,V,10,V,3,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,1,V
08,Barcelona,019,Barcelona,058,12,2020,4,5,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,9,V,30,V,24,V,5,V,4,V,3,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,12,2020,4,2,8,V,7,V,5,V,6,V,4,V,7,V,8,V,13,V,7,V,9,V,8,V,10,V,12,V,16,V,18,V,11,V,10,V,7,V,12,V,10,V,10,V,12,V,14,V,15,V
08,Barcelona,019,Barcelona,057,12,2020,4,3,14,V,12,V,13,V,28,V,23,V,29,V,26,V,36,V,14,V,9,V,14,V,14,V,9,V,8,V,6,V,6,V,4,V,4,V,4,V,5,V,10,V,17,V,29,V,35,V
08,Barcelona,019,Barcelona,057,12,2020,4,4,15,V,16,V,12,V,13,V,14,V,14,V,14,V,43,V,53,V,64,V,70,V,27,V,12,V,13,V,10,V,3,V,2,V,2,V,3,V,4,V,5,V,9,V,23,V,29,V
08,Barcelona,019,Barcelona,057,12,2020,4,5,16,V,12,V,23,V,24,V,11,V,15,V,19,V,40,V,40,V,45,V,25,V,9,V,5,V,4,V,5,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,12,2020,4,2,6,V,5,V,3,V,4,V,3,V,11,V,9,V,9,V,9,V,8,V,9,V,14,V,19,V,8,V,6,V,5,V,5,V,5,V,5,V,10,V,6,V,6,V,6,V,12,V
08,Barcelona,019,Barcelona,004,12,2020,4,3,16,V,14,V,13,V,14,V,19,V,25,V,42,V,54,V,85,V,79,V,37,V,32,V,38,V,19,V,13,V,12,V,12,V,15,V,19,V,15,V,16,V,29,V,35,V,46,V
08,Barcelona,019,Barcelona,004,12,2020,4,4,54,V,43,V,38,V,27,V,27,V,28,V,27,V,35,V,36,V,36,V,22,V,9,V,6,V,8,V,15,V,15,V,13,V,12,V,18,V,28,V,24,V,15,V,18,V,18,V
08,Barcelona,019,Barcelona,004,12,2020,4,5,22,V,35,V,24,V,15,V,11,V,14,V,16,V,17,V,21,V,21,V,25,V,28,V,34,V,13,V,10,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,042,12,2020,4,2,15,V,11,V,7,V,6,V,5,V,7,V,9,V,12,V,20,V,21,V,18,V,16,V,16,V,17,V,12,V,10,V,8,V,8,V,9,V,9,V,12,V,12,V,16,V,20,V
08,Barcelona,019,Barcelona,042,12,2020,4,3,21,V,21,V,35,V,29,V,32,V,44,V,36,V,22,V,50,V,53,V,44,V,22,V,11,V,10,V,10,V,8,V,7,V,5,V,6,V,6,V,10,V,15,V,20,V,42,V
08,Barcelona,019,Barcelona,042,12,2020,4,4,43,V,32,V,31,V,35,V,30,V,29,V,41,V,54,V,70,V,83,V,50,V,24,V,16,V,15,V,14,V,6,V,5,V,4,V,5,V,7,V,9,V,11,V,11,V,14,V
08,Barcelona,019,Barcelona,042,12,2020,4,5,27,V,26,V,27,V,21,V,12,V,15,V,13,V,32,V,40,V,35,V,43,V,14,V,12,V,9,V,10,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,12,2020,4,2,7,V,6,V,3,V,4,V,2,V,7,V,10,V,11,V,8,V,8,V,10,V,10,V,11,V,11,V,8,V,8,V,7,V,7,V,7,V,9,V,11,V,17,V,20,V,14,V
08,Barcelona,019,Barcelona,054,12,2020,4,3,11,V,12,V,9,V,18,V,30,V,69,V,73,V,42,V,22,V,13,V,,N,,N,10,V,8,V,8,V,7,V,6,V,6,V,6,V,6,V,11,V,14,V,65,V,68,V
08,Barcelona,019,Barcelona,054,12,2020,4,4,55,V,76,V,43,V,23,V,20,V,20,V,24,V,46,V,53,V,38,V,24,V,17,V,18,V,12,V,13,V,5,V,4,V,4,V,5,V,6,V,9,V,12,V,18,V,47,V
08,Barcelona,019,Barcelona,054,12,2020,4,5,56,V,92,V,70,V,16,V,17,V,26,V,21,V,29,V,36,V,20,V,20,V,31,V,21,V,17,V,9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,14,2020,4,2,74,V,79,V,80,V,80,V,83,V,79,V,81,V,82,V,79,V,77,V,79,V,80,V,83,V,85,V,87,V,87,V,86,V,87,V,87,V,83,V,82,V,83,V,81,V,72,V
08,Barcelona,019,Barcelona,050,14,2020,4,3,64,V,62,V,61,V,47,V,37,V,22,V,14,V,3,V,4,V,19,V,42,V,44,V,58,V,70,V,70,V,79,V,80,V,87,V,86,V,88,V,86,V,60,V,60,V,43,V
08,Barcelona,019,Barcelona,050,14,2020,4,4,36,V,31,V,14,V,19,V,22,V,19,V,15,V,9,V,9,V,21,V,46,V,66,V,76,V,83,V,80,V,82,V,76,V,70,V,74,V,66,V,79,V,80,V,66,V,60,V
08,Barcelona,019,Barcelona,050,14,2020,4,5,66,V,65,V,36,V,21,V,33,V,31,V,21,V,16,V,21,V,15,V,35,V,48,V,67,V,95,V,89,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,14,2020,4,2,66,V,77,V,75,V,82,V,82,V,78,V,76,V,73,V,71,V,70,V,78,V,74,V,78,V,80,V,87,V,88,V,91,V,91,V,89,V,84,V,80,V,81,V,74,V,61,V
08,Barcelona,019,Barcelona,043,14,2020,4,3,57,V,54,V,30,V,21,V,29,V,11,V,4,V,2,V,4,V,16,V,23,V,34,V,58,V,59,V,75,V,85,V,97,V,97,V,97,V,95,V,92,V,82,V,62,V,42,V
08,Barcelona,019,Barcelona,043,14,2020,4,4,12,V,14,V,13,V,4,V,6,V,10,V,29,V,3,V,4,V,10,V,40,V,66,V,73,V,76,V,80,V,88,V,94,V,96,V,97,V,93,V,86,V,76,V,73,V,62,V
08,Barcelona,019,Barcelona,043,14,2020,4,5,55,V,38,V,37,V,52,V,50,V,31,V,21,V,7,V,9,V,21,V,37,V,46,V,72,V,94,V,96,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,14,2020,4,2,74,V,83,V,86,V,88,V,87,V,85,V,86,V,83,V,80,V,71,V,74,V,78,V,82,V,81,V,85,V,88,V,89,V,88,V,90,V,82,V,77,V,76,V,70,V,54,V
08,Barcelona,019,Barcelona,044,14,2020,4,3,63,V,57,V,56,V,41,V,38,V,21,V,11,V,4,V,11,V,32,V,40,V,37,V,67,V,63,V,79,V,87,V,97,V,98,V,100,V,95,V,92,V,78,V,60,V,31,V
08,Barcelona,019,Barcelona,044,14,2020,4,4,23,V,42,V,33,V,34,V,40,V,37,V,27,V,7,V,5,V,15,V,47,V,69,V,78,V,83,V,83,V,93,V,98,V,98,V,98,V,94,V,88,V,83,V,64,V,53,V
08,Barcelona,019,Barcelona,044,14,2020,4,5,35,V,38,V,45,V,51,V,50,V,40,V,25,V,8,V,16,V,24,V,44,V,57,V,69,V,91,V,96,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,14,2020,4,2,88,V,93,V,93,V,93,V,93,V,93,V,94,V,95,V,93,V,89,V,90,V,91,V,88,V,86,V,88,V,93,V,92,V,90,V,90,V,87,V,84,V,78,V,80,V,81,V
08,Barcelona,019,Barcelona,058,14,2020,4,3,82,V,82,V,85,V,81,V,68,V,79,V,78,V,72,V,66,V,61,V,52,V,53,V,65,V,71,V,89,V,98,V,104,V,106,V,105,V,102,V,102,V,99,V,99,V,99,V
08,Barcelona,019,Barcelona,058,14,2020,4,4,98,V,96,V,96,V,97,V,99,V,97,V,95,V,98,V,98,V,70,V,46,V,68,V,90,V,94,V,96,V,103,V,103,V,104,V,105,V,103,V,102,V,102,V,102,V,102,V
08,Barcelona,019,Barcelona,058,14,2020,4,5,101,V,103,V,107,V,110,V,112,V,109,V,110,V,107,V,102,V,87,V,62,V,75,V,99,V,108,V,109,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,14,2020,4,2,79,V,86,V,91,V,89,V,91,V,89,V,89,V,86,V,91,V,86,V,86,V,86,V,85,V,86,V,88,V,92,V,92,V,93,V,92,V,88,V,85,V,83,V,77,V,60,V
08,Barcelona,019,Barcelona,057,14,2020,4,3,55,V,49,V,50,V,40,V,32,V,25,V,21,V,25,V,48,V,55,V,51,V,49,V,62,V,72,V,91,V,100,V,105,V,108,V,109,V,105,V,100,V,83,V,52,V,40,V
08,Barcelona,019,Barcelona,057,14,2020,4,4,58,V,51,V,51,V,53,V,50,V,53,V,57,V,28,V,19,V,23,V,33,V,64,V,79,V,84,V,95,V,103,V,105,V,106,V,106,V,104,V,98,V,89,V,53,V,38,V
08,Barcelona,019,Barcelona,057,14,2020,4,5,49,V,54,V,50,V,56,V,66,V,51,V,40,V,29,V,29,V,36,V,62,V,83,V,97,V,106,V,107,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,14,2020,4,2,78,V,85,V,86,V,86,V,88,V,86,V,85,V,87,V,87,V,82,V,82,V,84,V,83,V,83,V,,N,91,V,90,V,90,V,89,V,84,V,81,V,70,V,54,V,63,V
08,Barcelona,019,Barcelona,054,14,2020,4,3,72,V,62,V,68,V,52,V,36,V,8,V,4,V,30,V,41,V,50,V,53,V,,N,61,V,68,V,86,V,94,V,101,V,103,V,103,V,100,V,93,V,82,V,24,V,43,V
08,Barcelona,019,Barcelona,054,14,2020,4,4,41,V,34,V,40,V,49,V,54,V,50,V,48,V,27,V,22,V,37,V,52,V,71,V,89,V,93,V,96,V,100,V,100,V,101,V,101,V,99,V,92,V,82,V,66,V,38,V
08,Barcelona,019,Barcelona,054,14,2020,4,5,44,V,37,V,36,V,53,V,63,V,56,V,56,V,43,V,32,V,51,V,54,V,68,V,82,V,101,V,104,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,10,2020,4,2,14,V,7,V,3,V,3,V,6,V,6,V,3,V,4,V,5,V,7,V,12,V,13,V,15,V,21,V,24,V,24,V,19,V,21,V,23,V,25,V,25,V,26,V,25,V,23,V
08,Barcelona,019,Barcelona,043,10,2020,4,3,19,V,20,V,20,V,20,V,20,V,21,V,23,V,28,V,30,V,24,V,16,V,14,V,11,V,13,V,15,V,13,V,13,V,15,V,18,V,18,V,18,V,18,V,17,V,18,V
08,Barcelona,019,Barcelona,043,10,2020,4,4,20,V,16,V,16,V,15,V,15,V,15,V,13,V,18,V,24,V,30,V,23,V,20,V,17,V,16,V,15,V,11,V,7,V,11,V,16,V,16,V,19,V,20,V,18,V,14,V
08,Barcelona,019,Barcelona,043,10,2020,4,5,14,V,16,V,12,V,12,V,12,V,13,V,14,V,18,V,19,V,17,V,17,V,18,V,12,V,14,V,13,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,10,2020,4,2,7,V,3,V,5,V,5,V,6,V,6,V,4,V,4,V,4,V,6,V,11,V,12,V,14,V,19,V,22,V,22,V,20,V,20,V,21,V,22,V,22,V,26,V,27,V,24,V
08,Barcelona,019,Barcelona,044,10,2020,4,3,19,V,21,V,20,V,20,V,21,V,20,V,22,V,23,V,22,V,14,V,13,V,17,V,9,V,12,V,14,V,12,V,12,V,13,V,18,V,18,V,21,V,19,V,17,V,17,V
08,Barcelona,019,Barcelona,044,10,2020,4,4,18,V,15,V,14,V,12,V,12,V,12,V,14,V,18,V,22,V,23,V,20,V,22,V,20,V,18,V,16,V,8,V,4,V,10,V,15,V,16,V,23,V,25,V,20,V,17,V
08,Barcelona,019,Barcelona,044,10,2020,4,5,16,V,12,V,9,V,9,V,12,V,15,V,17,V,18,V,14,V,17,V,15,V,15,V,17,V,15,V,9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,10,2020,4,2,5,V,4,V,6,V,6,V,6,V,5,V,4,V,4,V,4,V,7,V,11,V,12,V,13,V,13,V,12,V,13,V,12,V,15,V,16,V,17,V,17,V,19,V,18,V,16,V
08,Barcelona,019,Barcelona,058,10,2020,4,3,15,V,20,V,17,V,14,V,15,V,10,V,9,V,11,V,10,V,11,V,11,V,11,V,10,V,10,V,11,V,11,V,11,V,12,V,13,V,14,V,15,V,13,V,12,V,11,V
08,Barcelona,019,Barcelona,058,10,2020,4,4,12,V,10,V,10,V,9,V,10,V,12,V,12,V,13,V,14,V,15,V,18,V,18,V,18,V,14,V,15,V,7,V,7,V,10,V,11,V,12,V,14,V,11,V,8,V,8,V
08,Barcelona,019,Barcelona,058,10,2020,4,5,10,V,11,V,13,V,13,V,9,V,8,V,9,V,10,V,10,V,13,V,18,V,16,V,11,V,11,V,10,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,10,2020,4,2,4,V,2,V,3,V,4,V,5,V,5,V,3,V,3,V,4,V,5,V,8,V,10,V,11,V,13,V,18,V,17,V,14,V,14,V,16,V,18,V,15,V,20,V,22,V,19,V
08,Barcelona,019,Barcelona,057,10,2020,4,3,15,V,14,V,15,V,15,V,14,V,14,V,14,V,12,V,12,V,10,V,11,V,12,V,8,V,8,V,9,V,9,V,8,V,12,V,12,V,16,V,17,V,16,V,14,V,12,V
08,Barcelona,019,Barcelona,057,10,2020,4,4,11,V,13,V,9,V,6,V,7,V,8,V,9,V,12,V,15,V,17,V,22,V,20,V,19,V,15,V,13,V,5,V,2,V,9,V,15,V,18,V,23,V,19,V,12,V,8,V
08,Barcelona,019,Barcelona,057,10,2020,4,5,7,V,6,V,7,V,12,V,10,V,9,V,9,V,9,V,14,V,16,V,10,V,7,V,10,V,14,V,9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,10,2020,4,2,18,V,14,V,10,V,7,V,6,V,8,V,6,V,6,V,5,V,12,V,18,V,17,V,21,V,23,V,24,V,22,V,18,V,25,V,25,V,28,V,25,V,25,V,23,V,23,V
08,Barcelona,019,Barcelona,004,10,2020,4,3,20,V,20,V,20,V,20,V,23,V,22,V,21,V,22,V,20,V,23,V,,N,,N,,N,15,V,16,V,13,V,16,V,15,V,16,V,14,V,14,V,16,V,16,V,15,V
08,Barcelona,019,Barcelona,004,10,2020,4,4,17,V,17,V,19,V,15,V,15,V,13,V,14,V,15,V,15,V,10,V,11,V,16,V,11,V,14,V,15,V,13,V,8,V,10,V,13,V,14,V,17,V,18,V,15,V,14,V
08,Barcelona,019,Barcelona,004,10,2020,4,5,14,V,14,V,10,V,12,V,10,V,10,V,11,V,10,V,11,V,13,V,16,V,17,V,15,V,10,V,15,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,10,2020,4,2,2,V,1,V,3,V,4,V,1,V,2,V,1,V,1,V,1,V,3,V,8,V,8,V,9,V,9,V,10,V,10,V,9,V,12,V,14,V,14,V,20,V,18,V,18,V,16,V
08,Barcelona,019,Barcelona,054,10,2020,4,3,15,V,16,V,14,V,12,V,12,V,13,V,13,V,12,V,7,V,9,V,8,V,6,V,5,V,7,V,9,V,9,V,12,V,9,V,10,V,10,V,8,V,10,V,10,V,11,V
08,Barcelona,019,Barcelona,054,10,2020,4,4,8,V,5,V,7,V,11,V,9,V,5,V,7,V,12,V,14,V,15,V,14,V,13,V,12,V,10,V,14,V,10,V,6,V,5,V,9,V,11,V,13,V,13,V,8,V,14,V
08,Barcelona,019,Barcelona,054,10,2020,4,5,9,V,8,V,7,V,7,V,7,V,8,V,7,V,10,V,11,V,10,V,10,V,15,V,15,V,6,V,5,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,1,2020,4,2,2,V,2,V,2,V,1,V,2,V,2,V,2,V,2,V,2,V,1,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,043,1,2020,4,3,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,1,V,2,V,1,V,2,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,043,1,2020,4,4,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,1,V,2,V,1,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,043,1,2020,4,5,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,2,V,2,V,3,V,2,V,2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,1,2020,4,2,3,V,4,V,3,V,3,V,3,V,3,V,3,V,3,V,4,V,4,V,4,V,4,V,4,V,3,V,3,V,3,V,2,V,3,V,3,V,3,V,3,V,3,V,3,V,2,V
08,Barcelona,019,Barcelona,044,1,2020,4,3,3,V,2,V,3,V,3,V,3,V,2,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V
08,Barcelona,019,Barcelona,044,1,2020,4,4,3,V,3,V,4,V,4,V,3,V,4,V,4,V,4,V,4,V,4,V,4,V,4,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,3,V,4,V,3,V,3,V,3,V
08,Barcelona,019,Barcelona,044,1,2020,4,5,3,V,3,V,3,V,3,V,3,V,3,V,4,V,4,V,3,V,3,V,3,V,4,V,4,V,4,V,4,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,1,2020,4,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,1,2020,4,3,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,1,2020,4,4,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,1,2020,4,5,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,1,2020,4,2,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,054,1,2020,4,3,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,054,1,2020,4,4,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,054,1,2020,4,5,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,2,2020,4,2,294,V,244,V,193,V,222,V,194,V,392,V,338,V,458,V,470,V,522,V,687,V,691,V,616,V,621,V,635,V,507,V,457,V,508,V,563,V,577,V,642,V,735,V,707,V,784,V
08,Barcelona,019,Barcelona,043,2,2020,4,3,761,V,,N,981,V,1501,V,1061,V,1947,V,2049,V,3760,V,3299,V,2339,V,1437,V,1037,V,429,V,754,V,618,V,842,V,586,V,477,V,469,V,477,V,547,V,649,V,734,V,981,V
08,Barcelona,019,Barcelona,043,2,2020,4,4,1119,V,926,V,811,V,1157,V,1201,V,1147,V,1082,V,3081,V,3265,V,3436,V,1241,V,944,V,789,V,846,V,825,V,599,V,439,V,414,V,475,V,491,V,643,V,751,V,623,V,691,V
08,Barcelona,019,Barcelona,043,2,2020,4,5,1059,V,1149,V,729,V,599,V,612,V,903,V,1323,V,1559,V,1445,V,1313,V,1414,V,1860,V,703,V,567,V,520,V,,N,,N,,N,,N,,N,,N,,N,,N,,N
